age,income,employment_length,utility_payment_score,social_media_score,psychometric_score,smartphone_usage_score,default
14,42907,8,1.0,0.0,1.0,0.0,0
71,39540,3,1.0,0.0,0.6256060996685743,0.0,0
51,43239,8,1.0,0.0,1.0,0.5826808130151858,0
87,54796,9,1.0,0.0,1.0,1.0,0
57,66364,11,0.8197867246030545,0.0,1.0,0.0,0
33,37399,11,1.0,0.0,1.0,0.0,0
59,60303,5,1.0,0.0,0.7342863001719764,0.0,0
58,36527,10,0.5177264777079864,0.0,0.9266866594450899,0.9997148032654405,0
52,49469,13,0.7339491896505899,1.0,0.0,1.0,1
13,14110,0,0.4726646340421383,0.0,1.0,1.0,0
46,58143,7,1.0,0.0,1.0,0.0,0
42,30025,9,0.0,0.0,0.5489629539863016,1.0,1
38,64087,7,0.0,0.0,1.0,1.0,1
30,41719,11,0.1688749511764911,0.0,1.0,1.0,0
61,64519,5,1.0,1.0,0.0,0.0,1
38,60925,7,0.48302487588646414,1.0,0.0,0.5886354597962726,1
63,30579,8,1.0,0.0,1.0,0.0,0
43,41628,6,1.0,0.0,1.0,0.0,0
11,28158,3,1.0,0.0,1.0,0.0,0
-3,34156,0,0.0,0.0,1.0,0.02725563236057936,0
12,14469,0,1.0,0.0,1.0,1.0,0
22,38489,0,0.3659898209477972,0.0,0.0,1.0,0
13,64469,0,0.0,0.0,1.0,0.19300819033204694,0
66,61010,8,1.0,0.0,0.9925177447492881,0.0,0
26,36385,3,1.0,0.0,0.4892239876576119,1.0,0
34,77113,4,1.0,0.0,0.3399605541594002,0.0,0
40,39855,9,0.449622097041233,0.0,1.0,0.9665442505206122,0
72,48165,20,1.0,0.0,0.0,0.7033130614575919,1
56,38445,9,1.0,0.0,1.0,0.8781824149703045,0
4,41739,0,0.0,0.0,1.0,0.3066983736594359,0
32,56580,3,1.0,0.0,1.0,0.0,0
27,67257,9,0.0,0.0,1.0,0.0,1
46,35943,12,0.11913277384478382,0.0,1.0,0.0,0
77,35014,9,1.0,0.0,1.0,1.0,0
19,59318,8,0.0,0.0,0.4801574181483306,0.8501865538483758,1
14,22077,0,1.0,0.0,0.6207748890617536,1.0,0
18,39188,3,0.0,0.0,0.0,0.0,1
54,55782,15,0.3051813811424102,0.863670682136199,1.0,0.0,0
33,80040,10,0.0,0.0,1.0,1.0,0
32,30481,9,0.0,0.0,1.0,0.0,1
47,48246,13,1.0,0.0,1.0,0.5287746783588859,0
